date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2019-04-21,65,32,8,39,42,51,14,27,0,30,8,26,23,11,7,11,29,26,14,32,41,23,38,37,36,54,64,0,0,3,21,12,23,31,14,53,37,3,65,7,47,13,100,20,17,15,40,26,37,14,0,0,45,20,16,41,46,0,23,0,18,33,0,45,28,8,28,35,26,22,13,34,16,68,56,33,29,0,13,15,52,16,4,50,37,36,2,5,0,50,0,28,33,56,56,23,42,32,0,30,28,42,7,35,61,0,27,38,34,18,40,11,31,33,54,38,43,28,51,26,34,45,17,42,0,43,11,29,48,59,8,9,15,65,53,3,20,35,4,9,38,13,0,5,26,8,6,41,27,26,12,24,18,5,5,16,22,19,48,45,15,22,15,20,5,13,27,6,22,0,41,36,7,23,0,25,48,9,49,28,19,54,31,19,11,13,13,24,42,9,9,6,9,0,50,25,15,0,0,24,36,24,19,35,20,9,46,38,56,14,61,4,36,32,22,57,18,0,19,35,39,20,0,27,27,6,10,0,50,51,53,72,0,12,64,39,30,7,7,39,67,19,16,63,45,21,33,6,33,9,47,86,23,54,39,35,28,13,27,61,21,13,21,16,19,39,42,62,49,6,33,11,22,13,29,0,4,49,17,26,32,20,18,37,9,12,0,0,43,43,31,0,17,21,7,24,0,12,31,10,32,34,14,6,18,22,45,40,29,0,3,46,22,46,0,27,16,23,0,31,52,42,31,40,67,21,31,70,17,0,20,9,41,6,16,67,32,40,0,1,13,4,6,26,59,8,49,3,8,88,2,16,6,0,64,26,16,26,36,2,0,0,33,27,0,7,43,40,24,45,33,13,57,35,35,53,57,9,17,31,18,44,0,5,12,67,19,10,10,20,2,35,28,10,45,20,35,54,34,49,21,35,1,22,14,16,19,28,29,24,10,64,3,14,12,28,6,40,42,83,26,38,44,6,47,11,15,16,11,20,20,54,0,0,16,16,61,43,33,8,0,10,21,18,24,18,16,8,21,0,0,8,52,43,34,36,0,10,9,12,61,0,31,20,76,30,0,25,7,71,21,45,25,69,0,0,39,0,0,78,33,20,51,25,35,8,25,0,54,0,25,55,34,27,0,0,8,26,100,20,31,18,33,18,13
2019-04-28,52,47,7,33,67,45,38,23,8,40,15,25,23,21,64,5,48,24,9,27,40,34,36,71,100,43,47,0,14,3,41,14,17,26,13,65,36,5,29,2,0,26,27,26,8,27,23,0,40,49,0,0,35,30,19,45,38,0,22,0,9,37,43,15,34,8,21,23,29,17,16,33,0,38,39,35,29,0,75,0,35,16,4,39,22,29,0,9,0,44,12,40,85,24,33,8,65,23,8,10,24,15,42,57,47,11,13,31,39,9,10,14,20,18,62,10,58,9,33,29,36,28,32,45,0,40,11,29,33,71,0,6,8,0,44,2,39,23,26,15,7,2,2,0,35,3,0,36,8,25,11,47,21,26,5,13,7,18,36,26,0,21,13,32,10,13,17,2,32,0,0,40,6,10,0,41,46,18,48,0,14,13,16,29,10,14,44,24,14,11,9,1,6,27,35,63,14,0,9,24,10,25,17,45,20,0,61,56,54,15,24,4,17,0,19,14,4,29,19,29,25,26,20,0,14,5,30,28,38,71,43,0,0,18,52,25,50,14,13,21,8,19,31,48,44,26,35,11,26,26,33,65,6,17,38,43,0,51,20,17,21,26,20,16,5,32,44,16,9,8,25,21,23,32,37,0,8,19,0,20,13,30,6,28,8,23,5,19,26,34,23,0,16,15,7,14,0,18,30,10,19,37,13,6,35,42,31,57,36,0,5,56,23,23,38,52,19,88,0,38,20,48,48,31,65,14,21,34,27,0,20,17,13,5,15,34,31,35,0,1,5,22,37,29,28,11,36,12,32,34,4,21,3,15,37,29,23,25,30,2,33,0,46,17,40,6,39,20,23,25,26,17,31,21,29,37,11,9,36,24,35,37,0,13,16,81,19,24,10,0,3,36,27,11,19,80,56,0,44,0,20,43,2,32,8,30,20,60,15,39,10,50,1,46,0,25,7,48,20,12,25,30,22,49,18,7,24,0,33,13,30,42,24,15,8,12,20,42,60,14,19,0,21,27,42,8,10,20,14,14,19,0,26,42,18,37,48,6,23,6,43,1,26,13,43,0,37,24,0,46,61,31,14,34,0,0,44,16,50,51,29,24,35,12,17,13,13,0,68,2,22,18,11,4,24,100,4,51,43,19,26,17,32,13,24
2019-05-05,37,16,10,21,54,53,21,16,11,29,8,12,23,51,14,6,43,24,14,34,0,33,28,36,39,34,43,0,28,3,51,11,67,15,27,56,29,3,29,3,25,26,43,13,6,16,14,0,27,28,19,0,31,0,4,32,25,0,0,0,0,35,0,10,30,9,19,9,17,21,48,32,16,23,34,36,57,0,25,19,25,15,8,27,36,0,1,4,0,48,40,0,31,36,58,7,73,8,7,29,31,17,48,11,70,0,13,24,42,17,10,35,10,23,100,14,37,0,16,14,30,23,16,41,0,35,18,30,52,52,0,9,6,0,49,3,0,15,8,15,7,11,0,0,38,8,5,40,21,25,17,23,28,5,3,16,14,14,35,9,30,8,19,44,6,12,17,6,10,11,13,29,9,35,0,43,54,9,0,27,13,39,15,34,10,9,37,8,14,6,18,4,5,41,31,48,14,24,14,23,30,25,15,0,17,0,39,41,19,16,0,3,9,61,30,14,11,36,9,28,33,4,0,0,16,0,20,28,42,18,17,17,0,18,31,13,36,14,7,19,40,15,23,30,35,32,28,0,44,17,13,32,22,9,37,52,0,0,33,17,14,25,15,8,5,36,48,38,26,6,35,41,17,13,20,0,31,26,0,16,35,29,0,28,25,17,5,47,53,29,30,0,24,20,6,47,0,22,15,0,37,30,0,6,28,28,28,52,64,0,3,50,19,24,19,0,23,54,0,23,20,32,30,8,48,7,16,34,11,42,39,13,13,7,8,53,31,29,0,1,5,18,8,26,28,11,24,9,24,0,0,7,3,0,12,36,8,19,26,2,11,16,27,9,40,5,26,26,0,37,28,15,24,28,28,45,33,18,14,18,26,18,9,4,40,48,19,14,9,39,1,35,13,10,34,20,22,0,33,32,40,17,0,11,11,0,12,21,20,15,10,31,1,20,0,25,4,48,17,11,0,15,21,5,31,7,8,47,18,45,17,37,0,0,4,9,31,14,43,8,19,30,10,9,36,12,12,23,34,14,6,0,26,0,22,34,0,8,5,8,48,1,21,19,51,14,12,39,21,0,0,29,17,17,0,0,51,0,10,50,43,18,26,12,46,16,20,0,41,4,9,0,44,11,12,20,12,0,41,77,22,26,21,7,0
2019-05-12,39,79,7,18,7,61,15,13,11,31,8,19,22,10,7,9,20,23,14,7,0,57,29,25,47,34,38,0,28,3,47,7,39,38,27,43,40,0,25,6,20,0,27,16,5,20,41,13,49,28,20,0,31,20,23,32,6,0,0,0,27,31,32,20,25,6,29,11,21,20,20,16,16,24,22,44,48,0,38,0,25,25,12,30,15,0,1,5,0,49,37,27,11,43,42,8,16,8,8,30,21,22,35,0,47,23,13,51,30,0,0,29,31,19,29,4,33,27,25,16,22,18,16,64,0,44,19,22,27,43,0,0,9,0,59,3,10,19,13,4,22,9,0,0,19,18,5,31,8,25,18,27,18,5,0,21,21,14,33,44,0,21,12,6,6,38,35,2,21,12,13,33,6,32,0,43,31,9,16,0,11,26,13,29,0,13,38,0,0,4,0,6,3,34,27,58,14,0,9,22,36,19,8,23,19,0,66,40,31,10,35,5,18,16,22,14,12,14,19,28,28,9,30,13,33,11,20,0,30,36,0,0,0,27,21,25,36,21,13,28,41,22,16,57,33,28,34,11,32,26,20,66,11,9,38,40,0,0,27,34,19,47,14,40,0,27,46,33,56,5,39,11,14,19,45,0,0,11,17,16,35,40,12,14,33,29,5,10,34,18,23,0,0,35,7,26,0,5,23,19,31,30,0,25,31,21,33,34,20,29,4,17,20,24,0,13,35,22,0,0,30,35,36,55,65,7,22,30,22,0,30,13,13,3,23,61,47,45,0,0,11,15,11,41,43,15,42,6,24,0,6,9,0,15,25,37,23,50,18,4,11,33,30,17,27,5,48,26,46,31,30,14,62,31,23,42,33,9,15,48,22,12,0,4,8,42,19,19,86,20,1,42,41,11,20,100,23,0,0,32,20,9,0,11,13,15,30,27,27,31,11,50,1,30,12,27,4,48,26,23,38,22,11,6,41,11,22,32,41,19,26,37,12,0,12,11,27,35,49,4,38,40,31,45,26,4,17,8,21,7,0,0,25,0,22,20,0,9,23,7,16,0,22,7,35,15,0,21,21,46,41,29,4,25,0,0,50,0,0,0,19,28,41,42,40,11,24,0,45,5,16,18,11,15,6,0,6,38,46,19,15,0,0,11,0
2019-05-19,35,31,2,24,13,35,15,15,23,25,38,43,19,41,7,3,20,19,14,27,20,33,25,31,38,39,30,0,14,2,31,14,22,60,13,34,29,3,39,2,30,13,59,13,11,16,32,13,53,14,39,0,34,0,45,34,44,0,0,0,18,26,21,15,20,25,14,11,21,15,19,0,0,28,29,33,19,24,12,5,20,20,4,12,7,0,1,9,20,34,20,0,31,18,41,30,32,8,15,19,16,21,7,23,53,11,26,37,32,9,19,14,51,16,35,12,16,18,32,22,35,20,32,41,0,34,33,26,33,32,8,0,17,47,50,2,19,15,8,7,0,4,0,0,32,21,5,41,8,100,15,46,25,15,3,21,0,9,34,26,7,21,7,13,9,50,14,4,0,11,0,31,6,16,0,36,23,4,32,27,11,26,12,22,10,23,43,8,27,11,9,1,8,34,33,10,14,0,5,25,16,23,7,11,16,9,42,35,27,11,12,2,35,15,38,41,12,7,19,17,30,11,0,0,41,0,30,14,45,25,43,0,0,27,41,31,43,28,26,33,32,22,8,39,27,20,32,6,38,0,26,50,17,9,0,24,13,0,25,17,14,30,14,31,5,34,43,59,38,6,26,21,14,7,73,0,0,17,34,16,39,0,6,18,0,51,2,19,36,51,33,0,24,20,6,11,0,5,23,0,19,31,0,6,21,21,32,29,42,0,2,45,20,20,38,38,23,22,28,30,10,32,36,23,64,88,17,42,19,43,20,13,0,3,15,38,0,41,0,1,5,7,11,27,49,15,71,5,32,0,4,7,0,8,0,33,8,12,19,2,11,16,24,9,0,4,54,37,0,31,22,14,14,15,34,42,55,9,19,18,39,24,0,22,12,60,37,14,19,0,0,38,27,2,34,39,0,0,11,32,20,51,1,11,8,30,28,19,15,62,9,19,1,16,0,26,1,0,19,23,62,22,0,11,67,21,34,16,20,6,62,31,0,45,11,20,15,21,32,4,0,40,0,44,21,6,27,8,21,7,6,0,27,21,22,34,0,8,11,12,38,0,22,6,42,43,0,18,27,46,100,33,17,75,0,0,39,0,20,0,24,16,38,12,17,12,15,0,50,1,6,9,66,22,0,0,5,25,33,38,15,17,11,11,12
2019-05-26,24,0,5,13,7,13,15,16,4,49,15,12,18,20,7,3,20,18,0,17,39,67,22,25,27,37,27,0,42,2,36,9,14,7,13,56,29,3,24,3,15,26,16,10,5,11,13,0,36,19,58,0,30,10,19,27,32,0,0,12,44,14,11,0,11,8,13,14,8,9,19,0,16,14,28,33,38,0,37,0,45,11,12,15,36,18,1,9,0,29,8,13,11,30,17,0,24,31,15,10,15,23,7,11,18,11,52,17,26,9,10,32,30,23,39,14,21,9,8,16,30,22,48,54,13,30,18,23,13,27,0,12,6,47,47,2,29,8,0,9,7,2,2,0,19,31,33,28,8,0,12,35,39,16,3,13,7,18,39,35,7,25,9,13,15,12,26,0,21,0,13,40,5,16,38,31,0,0,16,0,10,13,8,27,0,10,12,16,0,7,18,6,3,20,26,5,0,49,5,22,21,15,15,22,17,0,34,26,35,11,0,3,43,31,27,0,15,29,0,16,14,6,20,13,16,3,30,42,28,11,26,17,0,13,21,25,36,21,20,30,16,11,8,35,30,22,22,11,35,9,26,25,11,9,0,24,0,13,28,8,23,17,11,8,5,31,38,43,17,5,31,21,27,6,34,0,4,6,17,14,17,0,6,18,8,23,0,19,20,32,20,0,16,20,3,15,15,13,30,19,19,29,7,6,15,14,24,25,11,28,2,39,18,16,38,13,19,22,0,15,0,19,39,23,16,7,14,17,27,0,0,17,0,4,46,34,0,26,0,0,5,4,11,22,43,7,18,5,24,17,8,10,3,8,0,44,8,6,18,2,0,8,30,17,40,4,20,26,23,19,26,19,20,23,6,33,22,18,5,12,13,42,9,48,0,29,0,9,0,19,1,32,0,0,24,40,0,0,22,16,20,9,0,22,8,30,26,27,18,23,7,12,1,20,0,23,4,19,16,23,25,0,11,22,13,0,8,16,23,0,12,32,12,30,8,12,22,7,32,0,19,50,0,27,13,6,18,0,14,7,13,0,18,0,18,22,0,14,11,5,16,0,20,13,22,0,0,30,21,23,40,25,7,33,0,0,39,0,40,0,23,16,32,36,17,10,24,0,28,2,15,18,17,7,12,0,4,38,30,0,9,9,11,6,24
2019-06-02,28,62,5,26,47,24,12,15,15,46,8,37,19,61,14,5,16,20,32,20,0,33,28,43,52,47,42,0,28,3,25,7,28,45,27,69,18,3,29,3,25,0,21,25,5,17,30,25,49,14,58,56,36,20,7,37,13,0,0,0,0,29,21,5,20,10,27,11,17,16,23,0,0,23,29,48,19,24,12,0,40,24,24,30,29,17,0,9,0,31,8,40,10,6,58,7,24,46,30,39,23,21,42,45,76,23,39,34,38,9,10,21,20,26,29,2,20,0,8,20,19,35,32,14,100,33,26,23,13,42,8,9,3,16,52,1,19,11,4,13,14,4,0,0,22,15,16,54,0,0,15,27,18,5,33,18,49,46,27,34,22,29,11,31,9,25,26,2,0,0,13,40,7,25,38,39,15,9,31,27,16,26,16,24,0,18,31,31,27,6,9,13,3,27,23,5,0,0,0,18,27,38,21,11,15,0,60,32,42,11,12,3,60,31,18,14,18,14,19,19,32,6,10,26,38,0,30,14,43,21,34,0,0,20,10,31,36,28,26,33,16,11,23,39,25,37,29,0,19,34,13,47,39,26,0,49,0,0,24,17,19,21,13,39,5,34,45,81,4,6,34,21,20,18,47,0,4,23,67,16,13,10,6,28,0,17,2,19,28,41,23,0,16,35,5,32,15,12,30,0,12,33,7,18,16,14,22,25,36,56,5,17,18,26,19,25,27,11,0,38,80,44,39,16,64,20,18,34,27,0,39,14,13,4,15,42,0,57,0,1,11,7,11,24,21,9,36,7,16,17,4,14,6,0,12,15,15,43,19,3,0,8,37,26,13,4,41,22,0,12,18,17,41,38,28,37,22,9,22,54,26,12,0,22,8,31,37,33,9,19,2,31,13,0,29,59,22,0,11,32,0,8,1,21,25,15,21,35,24,0,9,31,1,26,23,26,4,29,26,34,25,29,0,5,45,7,22,16,23,6,25,47,12,15,11,14,22,27,38,8,37,60,20,44,27,17,18,23,34,0,6,7,23,0,33,18,0,8,13,8,21,1,28,26,34,0,37,36,14,23,40,36,21,33,0,0,39,0,0,25,14,20,20,18,51,13,25,0,41,9,15,35,27,4,18,0,8,13,23,19,11,26,11,7,24
2019-06-09,32,61,6,27,20,37,14,19,11,48,30,43,21,40,42,3,31,23,9,7,0,77,26,27,31,38,30,100,14,2,30,13,27,29,13,59,27,0,43,3,5,26,32,16,4,14,33,12,48,11,19,28,26,10,11,41,6,0,0,0,26,26,21,10,9,6,21,2,8,11,29,32,16,37,29,75,65,0,61,0,30,17,12,41,21,46,1,0,0,32,12,65,31,18,33,15,24,8,7,38,16,17,14,0,23,22,26,31,36,17,9,42,50,15,48,12,28,9,24,23,21,29,32,40,55,30,33,25,64,31,0,9,3,61,48,2,10,33,21,6,21,2,0,0,59,5,16,36,10,0,12,11,24,10,26,18,21,13,27,26,0,8,11,12,14,0,14,7,51,22,0,39,5,28,38,51,45,9,47,0,13,51,12,30,0,16,24,0,13,7,9,7,0,27,25,19,0,0,5,25,8,21,15,0,16,0,31,31,91,8,34,2,26,15,14,27,13,42,27,21,16,19,30,52,10,0,20,14,35,17,17,0,0,22,10,6,28,21,19,23,72,33,31,34,23,26,28,5,34,34,19,32,5,0,37,27,13,0,12,25,19,29,14,23,5,37,41,21,21,8,27,10,22,33,30,0,4,19,17,16,30,0,0,7,8,39,2,19,53,30,23,0,24,19,9,9,0,13,30,28,24,32,0,0,25,41,40,33,27,0,3,33,19,23,0,0,34,11,0,7,29,41,32,42,16,7,14,25,13,0,39,15,13,3,7,45,30,35,0,1,7,18,8,23,42,9,35,4,16,0,9,12,3,7,0,39,15,6,15,2,21,32,32,34,0,5,32,27,0,12,33,14,37,17,22,30,32,9,14,35,4,12,0,4,20,28,0,14,28,0,2,29,26,4,19,19,66,26,11,47,19,17,1,32,31,0,27,21,16,0,8,6,2,35,12,22,4,28,32,45,73,0,0,0,31,7,22,16,17,13,25,31,12,0,4,12,22,27,26,2,36,20,10,44,26,11,13,4,7,7,6,0,20,0,36,36,47,8,11,5,21,1,24,6,26,0,0,18,40,0,20,25,0,8,0,0,44,0,30,0,21,28,57,29,45,12,16,20,48,3,12,26,38,11,18,0,7,37,25,19,28,25,0,8,83
2019-06-16,43,31,7,21,20,24,16,56,11,34,38,25,20,0,21,5,40,24,14,27,0,11,24,24,31,45,32,17,84,2,15,14,33,26,20,39,24,0,39,2,35,0,22,22,11,14,28,25,13,28,19,57,35,49,4,25,25,0,0,12,27,34,21,20,18,5,31,6,25,18,23,0,16,43,35,51,10,24,12,9,30,29,12,18,15,100,2,9,0,44,16,40,21,12,38,23,57,23,38,29,23,10,35,11,41,0,26,32,30,9,39,14,31,14,32,8,17,0,16,17,36,20,0,50,38,33,11,27,26,32,8,3,31,94,49,2,10,30,0,13,0,2,1,0,80,5,16,39,8,0,13,35,32,5,14,26,7,18,29,43,38,25,8,38,15,12,6,2,11,11,13,37,7,19,38,40,23,0,16,0,11,26,21,28,10,13,25,16,0,10,26,7,0,34,23,19,14,25,9,23,24,28,2,23,16,0,53,37,62,8,59,6,17,31,24,0,9,7,19,20,8,6,20,27,25,0,10,0,44,35,17,35,0,16,0,13,22,35,20,40,57,19,31,17,29,22,35,11,45,43,19,36,17,26,38,43,0,0,21,8,15,30,17,8,0,43,35,33,13,6,29,0,15,32,20,0,4,15,0,7,22,20,6,28,8,40,5,38,52,23,22,0,24,10,8,13,15,12,8,0,13,24,13,6,20,14,35,36,34,0,2,39,26,23,0,0,31,33,0,38,50,27,33,8,32,14,18,38,35,0,20,14,0,3,31,27,0,48,0,1,7,15,9,23,28,9,36,3,41,0,2,31,0,0,37,26,8,25,30,1,0,33,13,17,0,6,28,22,23,19,40,17,27,32,34,41,33,36,17,72,13,49,9,0,4,25,56,19,19,0,0,26,0,10,24,20,22,0,22,32,60,17,1,11,18,15,22,35,14,16,7,25,2,30,0,21,3,38,42,23,75,30,0,16,59,4,20,0,15,26,23,32,24,0,0,9,20,21,65,8,19,30,36,9,24,12,20,8,56,14,0,0,21,0,44,14,0,5,20,10,70,0,24,26,34,0,0,39,7,46,20,35,7,8,0,0,49,16,40,0,25,27,41,30,40,13,17,20,43,2,12,62,17,19,12,0,4,13,28,0,21,9,11,18,12
2019-06-23,21,15,7,100,27,53,15,21,7,33,15,24,18,20,14,6,16,22,9,17,19,22,31,20,26,50,27,34,55,1,40,13,27,26,46,47,14,3,24,4,5,13,37,16,6,13,29,0,35,9,19,0,33,58,15,22,19,0,0,0,17,30,31,24,16,6,11,14,29,16,19,16,0,14,38,46,9,0,24,5,20,63,8,18,14,29,2,0,0,36,12,53,21,12,21,15,24,8,37,10,21,17,7,23,23,0,26,27,33,0,28,31,10,13,32,14,24,0,80,19,35,31,0,36,62,30,22,21,52,27,0,9,11,77,50,3,19,19,4,11,7,19,0,0,41,15,11,35,8,0,11,42,14,5,6,15,7,18,27,26,0,21,14,25,6,74,11,0,31,0,26,43,5,22,57,34,30,4,47,27,15,0,13,24,20,29,12,16,0,7,0,4,8,20,26,29,14,0,0,21,23,19,7,11,15,0,62,30,69,10,23,3,0,30,18,14,12,42,18,20,22,6,0,13,18,5,10,0,33,24,8,0,0,24,0,19,42,28,20,28,24,18,8,30,26,25,24,0,13,17,38,39,27,9,37,36,0,13,21,25,17,17,18,16,14,35,33,54,21,4,21,0,20,24,19,0,12,8,33,11,17,0,52,21,0,40,0,9,42,30,20,0,24,15,9,23,0,10,15,0,18,36,13,30,17,14,41,36,36,28,1,33,47,21,38,0,15,22,0,7,20,34,21,12,0,13,14,25,24,0,0,10,0,12,15,75,15,57,0,0,0,4,14,28,7,7,35,3,16,0,4,16,0,0,12,22,38,37,15,0,11,24,40,25,0,4,41,14,0,6,39,18,44,15,17,44,22,9,12,12,21,36,0,4,12,27,74,33,28,0,1,21,27,12,14,20,0,26,11,47,20,8,1,11,17,0,21,16,13,31,8,18,0,10,12,15,4,9,37,34,37,29,11,16,13,17,12,0,20,0,14,21,0,0,15,9,28,14,48,6,18,59,25,44,18,8,13,4,14,21,0,22,20,0,22,14,0,11,14,7,53,1,20,32,36,29,12,35,48,23,0,29,21,50,0,0,31,0,50,25,23,22,46,18,17,13,14,20,53,6,21,52,16,4,12,0,10,13,33,19,17,0,10,10,36
2019-06-30,19,0,3,41,14,34,7,28,11,29,15,31,17,41,7,3,24,24,23,14,0,56,28,18,26,33,24,17,14,1,15,14,25,15,13,30,26,5,20,5,15,0,16,26,15,10,41,0,27,16,39,57,31,20,8,42,25,38,23,0,27,26,11,20,16,6,10,12,13,8,20,16,16,28,43,50,10,0,25,5,40,16,12,27,0,6,2,9,0,33,16,27,21,49,21,15,41,16,8,10,15,10,7,35,47,0,13,22,30,0,0,28,20,16,36,12,29,18,41,8,14,30,32,59,25,22,26,24,53,24,15,6,8,16,50,2,39,8,9,15,0,4,2,0,32,5,0,29,8,0,9,19,25,5,13,8,0,5,32,17,30,30,9,32,12,25,6,0,21,0,27,28,5,19,19,28,23,9,16,0,10,0,12,24,0,14,0,8,0,11,9,1,3,14,29,24,0,0,9,17,17,18,11,0,14,17,13,28,27,6,0,3,9,62,29,14,10,22,0,19,22,9,20,27,8,3,10,0,36,14,35,0,0,16,42,38,43,7,27,35,24,7,0,26,21,27,22,6,22,17,20,25,0,44,0,31,27,0,24,8,11,21,18,40,0,36,48,38,22,4,29,10,16,26,25,100,16,0,34,13,26,40,6,14,0,29,0,19,38,31,18,0,16,30,6,19,0,20,38,10,25,26,0,18,15,50,50,25,17,28,3,40,24,18,58,13,23,0,0,8,30,23,42,31,65,14,15,39,8,0,30,10,13,7,0,38,31,19,0,0,7,7,11,25,0,11,30,3,24,0,4,18,3,8,12,33,39,6,15,2,0,16,38,17,27,4,44,37,0,12,30,20,17,13,40,31,55,0,12,36,30,12,0,4,16,37,19,14,0,0,1,30,0,10,19,40,0,26,22,0,20,9,1,0,9,15,16,43,13,62,8,6,3,33,12,16,4,10,49,58,0,22,0,38,32,4,6,32,26,13,13,26,36,0,4,10,9,28,16,8,0,30,10,36,21,10,15,8,21,7,19,0,13,42,11,18,0,9,3,5,38,1,21,0,22,15,0,18,28,23,20,38,0,17,0,0,39,16,20,25,19,20,41,18,35,12,20,0,77,0,9,18,39,11,18,0,10,38,36,0,11,0,0,9,12
