date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2017-08-06,13,18,2,6,8,15,24,7,13,33,34,7,18,35,33,3,54,18,11,19,0,13,29,41,40,39,27,0,16,2,17,8,35,26,38,44,33,0,61,8,17,0,12,22,15,18,40,0,40,16,0,32,19,11,13,37,36,21,0,0,20,38,12,11,10,12,13,9,10,6,0,0,0,32,37,5,43,0,0,5,23,3,5,20,17,7,1,0,0,27,9,30,36,0,9,17,28,44,9,100,19,40,8,26,40,13,30,10,39,10,22,8,23,10,33,12,19,10,0,20,40,11,0,98,0,31,21,42,22,17,9,0,6,54,38,3,45,13,5,10,0,7,0,6,43,6,31,24,12,29,7,18,24,12,18,39,8,16,36,20,9,10,2,14,1,28,10,0,0,0,15,33,4,11,0,35,26,10,18,0,15,0,15,28,0,9,7,0,0,14,20,3,0,54,23,0,16,28,5,18,11,20,6,26,18,0,72,18,35,9,0,5,10,17,26,16,7,24,11,15,25,10,23,15,28,0,23,16,33,32,39,0,0,15,12,21,8,32,15,24,37,17,18,10,14,25,32,0,47,19,7,12,0,10,0,10,0,14,16,38,17,15,15,54,0,20,33,12,5,6,24,12,3,32,29,0,4,12,0,16,30,22,7,20,0,26,11,33,62,18,22,0,0,17,9,5,0,21,9,43,14,18,0,49,17,24,7,15,57,0,1,19,21,10,0,0,31,0,0,34,11,31,14,18,37,15,17,10,12,0,11,9,0,8,43,52,53,44,0,1,4,21,29,67,24,13,34,1,0,0,7,11,0,0,0,37,9,14,16,3,49,19,28,20,31,5,32,21,0,49,39,6,35,17,20,28,25,10,30,27,10,14,10,15,18,15,0,27,43,0,0,34,15,7,28,45,25,0,25,0,23,10,1,12,5,0,16,58,12,26,7,49,2,15,27,19,7,0,19,39,14,25,49,0,5,24,21,0,15,0,28,6,41,17,9,8,23,16,37,2,21,0,18,30,18,9,10,13,24,24,0,8,30,0,17,39,0,5,23,19,37,1,13,0,9,0,0,7,0,0,23,41,4,38,0,0,40,19,0,0,16,22,13,0,20,14,16,0,75,1,0,0,19,4,27,0,7,29,0,0,30,10,36,10,28
2017-08-13,12,18,5,4,0,20,12,0,100,32,9,7,16,23,8,7,41,16,0,8,45,0,24,24,29,35,23,0,48,2,23,5,45,17,8,59,21,3,56,2,17,0,0,18,5,15,68,0,51,24,0,0,20,34,17,54,14,21,0,0,30,40,12,17,14,4,12,12,10,3,0,37,18,5,18,13,11,0,28,5,35,0,0,17,17,13,0,16,0,22,5,15,36,14,10,26,28,45,9,22,16,25,16,52,34,13,45,43,32,0,0,16,12,17,37,9,28,31,19,22,22,11,18,68,0,27,25,39,15,13,17,7,3,0,38,3,22,9,10,8,0,5,0,0,36,21,6,30,27,0,8,22,24,0,16,24,0,11,30,0,26,10,3,29,1,29,13,0,12,0,15,35,3,22,0,45,35,10,18,0,12,0,13,29,12,7,7,9,0,8,10,3,3,47,19,6,0,0,11,20,7,42,19,0,15,0,27,22,27,8,0,5,10,35,26,16,11,25,43,12,16,12,0,0,33,3,11,16,49,24,39,20,0,39,12,29,66,0,0,43,46,17,0,5,14,28,34,6,26,39,0,25,6,0,0,7,0,15,20,10,18,20,9,0,5,27,31,31,0,9,21,12,5,43,64,0,0,27,0,19,15,23,13,28,0,7,6,33,59,28,17,0,9,17,8,4,17,4,35,0,14,21,8,14,16,8,7,23,45,0,3,13,15,9,0,0,22,50,0,9,0,20,21,22,0,39,9,5,19,49,0,10,0,8,26,31,18,40,0,1,12,34,19,48,8,4,55,2,37,0,7,14,0,17,0,25,9,14,13,2,0,9,28,20,46,4,38,27,26,0,23,5,27,11,13,26,13,10,25,34,25,21,10,0,5,16,43,0,22,0,0,27,0,6,28,0,0,0,0,0,23,49,0,25,4,35,6,34,9,0,6,21,2,11,41,20,5,11,31,0,28,25,12,69,26,12,23,0,12,0,44,18,0,0,9,5,15,16,25,7,0,46,0,31,8,4,25,22,8,16,7,0,18,0,17,47,0,11,34,28,25,1,22,30,20,17,0,10,8,0,0,32,0,67,0,0,43,0,23,29,12,29,17,0,33,16,10,0,62,1,0,10,13,4,21,0,6,29,0,22,28,0,12,8,0
2017-08-20,6,0,4,11,0,15,17,2,47,26,17,14,16,0,8,3,27,15,16,27,0,26,20,29,27,24,19,0,32,2,12,3,25,9,0,29,21,0,33,7,23,15,18,7,11,10,31,0,10,11,0,0,16,11,21,54,36,0,0,0,0,28,0,6,22,8,7,5,5,4,0,0,0,16,24,53,11,0,0,11,17,8,9,10,8,7,0,5,0,26,14,15,12,34,9,9,19,18,9,11,12,47,16,13,7,26,0,14,40,30,0,16,23,5,4,14,9,41,0,22,16,2,37,62,0,30,17,37,22,11,17,0,0,36,41,3,22,30,0,5,25,10,1,0,22,12,37,26,21,0,5,22,32,6,18,18,8,31,33,0,26,19,5,14,1,28,16,2,12,13,0,29,2,18,0,41,53,15,0,0,17,0,9,19,0,7,21,9,0,2,10,1,0,39,18,5,0,0,5,14,11,35,15,13,15,20,39,15,22,8,40,4,0,35,18,47,5,8,0,9,6,17,11,30,30,0,11,16,40,16,59,0,13,33,0,7,33,16,23,43,28,13,9,30,11,14,30,0,18,29,15,16,0,10,0,10,15,15,24,57,22,19,11,27,5,19,40,12,15,4,24,0,4,45,29,0,9,12,0,6,25,11,0,20,9,7,0,0,36,35,22,0,9,28,14,3,0,13,9,11,7,19,38,35,13,16,35,10,32,64,2,13,20,5,43,29,26,12,0,34,0,22,27,27,0,8,10,5,19,0,34,6,0,4,26,22,0,36,0,0,6,33,10,30,16,4,14,0,0,19,4,8,3,9,0,25,26,7,19,2,12,19,28,10,31,5,17,17,0,21,20,6,4,24,20,26,0,0,33,41,29,0,41,25,9,9,43,16,22,0,0,39,31,8,33,0,13,0,12,0,0,10,1,0,12,0,6,43,13,44,7,7,2,15,40,14,6,11,16,39,14,17,12,43,15,4,11,0,23,0,30,30,14,0,18,5,18,24,43,9,0,11,12,41,7,4,10,31,24,8,7,0,26,0,13,14,0,33,17,24,6,1,13,0,18,0,0,3,31,0,23,31,8,29,0,0,36,0,23,0,18,23,27,14,7,8,9,0,51,1,4,20,31,4,14,0,5,0,6,0,13,0,36,10,0
2017-08-27,8,36,4,17,8,33,19,6,22,27,0,0,16,0,8,6,13,17,16,16,22,13,26,22,30,28,20,0,32,0,29,3,22,17,15,39,19,0,44,6,46,0,18,4,9,13,28,0,35,3,0,32,17,11,13,34,14,21,25,0,10,29,0,6,18,33,11,26,5,4,0,19,18,11,26,22,11,0,14,0,29,0,14,14,8,7,1,5,0,31,9,15,24,0,14,26,19,35,0,22,18,35,0,26,7,0,0,20,32,0,11,24,12,8,29,2,19,10,9,25,28,0,18,31,0,31,13,44,30,16,0,3,0,18,45,3,0,26,5,10,8,0,1,0,40,38,6,24,21,0,6,13,8,0,9,18,32,5,34,10,9,14,4,22,0,14,7,0,36,0,30,26,3,11,0,23,26,40,18,63,14,0,10,35,0,3,35,18,0,5,20,0,0,16,17,16,16,0,0,19,11,37,13,0,14,20,42,15,44,9,13,17,30,70,15,31,12,16,11,18,3,12,0,15,44,0,57,16,37,8,29,20,0,33,12,43,16,8,8,32,9,17,62,30,15,29,30,6,22,19,15,12,6,10,0,10,15,0,17,48,17,34,7,18,5,16,43,25,5,4,23,0,3,57,32,0,13,27,0,16,15,34,7,20,0,0,0,0,43,37,19,0,0,6,16,11,0,13,43,0,28,19,15,7,16,8,17,10,22,32,1,13,18,8,0,15,26,25,0,17,23,17,27,9,0,0,11,15,19,0,11,7,0,8,17,26,0,29,0,0,8,4,19,29,24,4,41,0,28,0,9,8,7,0,28,21,9,0,17,3,37,9,6,20,15,3,35,23,26,7,11,6,19,6,7,23,12,0,8,0,49,48,31,5,14,14,0,11,0,0,0,30,15,14,28,23,13,30,37,0,0,0,0,12,7,0,5,40,10,18,6,28,1,19,13,20,3,22,16,26,0,25,12,25,20,8,18,18,17,0,27,12,0,0,13,4,17,8,12,4,0,0,6,30,7,0,2,13,8,16,0,0,19,0,13,30,0,23,30,21,6,1,16,59,9,0,0,14,8,0,23,33,12,19,0,0,33,19,11,0,7,13,17,7,20,16,16,46,70,0,0,20,31,4,7,23,4,29,0,0,19,10,24,15,0
2017-09-03,12,18,1,27,8,25,9,9,13,20,17,0,18,0,32,8,0,20,10,11,22,0,28,22,26,25,16,0,16,2,23,5,28,17,37,58,30,0,16,6,28,0,6,18,8,10,13,0,5,5,22,32,15,0,17,22,28,0,0,0,0,26,0,0,14,16,9,7,0,3,0,0,0,11,36,7,32,0,0,0,6,2,5,10,16,7,1,5,0,26,0,0,47,34,0,17,37,17,8,11,16,33,8,0,13,0,15,15,28,0,0,12,23,8,18,2,18,20,0,16,15,4,0,41,0,36,4,30,15,18,0,10,6,53,40,3,11,30,5,2,0,5,0,0,32,12,0,17,3,0,5,13,8,6,16,9,0,10,39,0,0,5,3,0,1,14,23,27,0,0,0,32,3,25,0,44,26,15,36,0,12,29,8,19,12,7,7,9,15,3,10,0,3,15,18,5,16,0,10,14,14,27,19,13,16,19,21,17,17,12,0,6,10,52,22,0,4,16,0,17,15,2,0,0,57,3,11,0,47,16,19,58,0,28,0,28,48,8,0,34,18,21,26,24,14,13,21,13,29,10,7,16,0,20,0,14,0,0,22,0,10,10,7,26,5,27,39,73,14,6,29,0,2,44,19,0,9,5,0,4,20,0,0,28,19,13,0,11,35,30,28,0,9,0,7,13,0,0,17,11,14,23,7,14,13,16,7,8,28,32,2,13,15,7,0,14,39,12,0,8,22,17,24,22,0,23,7,19,21,0,0,4,0,2,0,43,0,18,0,0,8,12,6,19,48,2,60,0,9,19,4,14,0,0,14,16,0,7,11,2,12,9,15,10,15,2,10,12,26,28,16,8,38,15,64,21,62,10,13,40,15,20,51,10,4,14,21,0,21,0,0,35,30,10,38,22,13,29,0,0,0,10,1,12,6,0,17,21,18,9,7,14,2,18,40,19,3,22,18,0,14,25,0,12,20,12,20,36,20,0,21,18,40,17,9,3,5,23,0,9,21,22,17,30,9,0,17,31,8,0,0,8,15,0,12,25,0,8,17,11,24,1,10,14,11,33,0,10,8,51,0,30,4,19,0,0,45,0,23,0,11,11,10,13,32,9,14,0,31,5,0,10,12,8,13,0,5,29,0,0,15,0,0,8,14
2017-09-10,10,17,2,32,0,32,19,13,8,23,17,0,19,11,16,9,30,19,20,7,0,25,27,23,24,39,18,0,31,2,39,10,25,0,15,19,18,0,59,10,28,0,12,14,14,20,24,0,20,15,0,0,18,43,4,22,21,41,0,0,10,29,12,21,12,12,12,15,14,4,0,18,0,16,32,11,42,0,0,10,17,7,5,16,24,13,0,10,0,38,9,15,46,33,14,17,18,17,8,21,19,13,8,25,13,13,0,24,39,10,11,16,56,10,29,13,23,20,18,35,27,4,0,30,0,32,12,29,72,21,8,0,9,17,50,2,11,42,5,7,24,10,0,0,28,17,12,26,20,0,6,26,31,6,5,14,8,5,41,10,8,14,6,0,3,27,9,100,12,0,15,39,3,49,0,32,34,5,0,0,14,14,10,20,11,9,7,26,0,6,19,0,0,83,23,16,0,81,5,19,8,39,12,0,19,19,29,19,21,13,13,7,10,17,14,30,5,16,10,22,24,7,33,44,43,0,66,46,59,16,38,19,0,20,11,21,16,16,7,31,9,28,34,24,14,13,34,18,7,9,21,28,0,10,0,7,30,0,36,28,17,14,9,43,5,23,47,42,9,6,34,0,7,41,28,0,13,14,19,18,29,11,13,19,18,6,3,0,16,20,25,0,0,22,10,4,0,13,8,42,34,32,0,20,29,8,10,25,40,31,2,31,18,10,21,0,21,24,31,8,0,27,23,13,0,0,10,23,15,0,0,6,0,7,17,34,34,14,0,0,10,4,31,28,8,14,7,2,18,19,4,32,0,8,14,16,0,0,12,1,12,0,6,19,30,5,19,18,25,7,20,7,41,29,6,27,48,10,34,40,38,40,50,10,18,10,21,5,10,21,0,42,15,15,27,65,0,0,12,18,0,19,2,0,5,17,13,45,16,26,8,34,0,25,13,20,7,21,11,0,27,8,24,24,20,8,15,0,14,0,28,17,26,16,13,4,5,30,12,4,20,33,11,49,11,9,7,17,8,8,7,0,22,0,12,27,0,11,29,23,30,1,16,21,11,16,0,30,8,0,0,38,23,28,0,0,39,18,55,0,11,13,19,13,31,12,22,0,41,3,0,10,30,8,7,0,3,14,8,0,14,10,0,8,13
2017-09-17,19,0,5,24,0,20,15,40,8,42,8,0,21,11,16,10,27,22,16,11,44,13,26,21,23,21,17,0,31,2,23,10,31,21,0,34,20,3,33,14,28,0,12,11,7,14,39,0,20,29,0,0,21,0,13,28,57,21,100,0,0,36,24,11,18,38,26,12,5,4,0,0,18,16,21,32,32,0,14,5,28,2,9,17,16,46,1,5,0,36,18,15,12,20,14,17,18,78,0,22,29,24,0,38,26,13,0,32,32,10,11,20,34,10,14,11,32,0,0,19,21,7,18,30,0,34,12,33,7,26,0,3,3,70,43,2,11,8,5,5,0,7,4,0,21,14,0,30,20,0,6,35,24,12,12,18,8,20,36,39,0,5,6,21,4,14,10,93,12,13,15,33,2,39,0,52,34,10,35,31,14,44,11,35,11,14,14,0,15,13,0,1,3,61,25,22,16,0,0,16,14,20,10,13,18,10,59,21,61,14,39,5,10,17,27,0,6,16,21,23,3,7,11,30,23,0,11,0,36,20,57,0,0,15,0,0,16,8,22,26,36,12,26,34,18,11,24,0,36,38,14,61,6,29,0,7,30,14,26,37,14,14,15,0,10,22,49,24,14,8,26,35,4,44,19,0,4,19,0,8,29,0,0,20,18,6,0,0,40,24,27,0,0,22,14,5,0,13,17,11,7,19,22,0,13,24,17,20,25,0,3,25,22,10,21,0,9,12,0,51,11,26,10,17,0,0,11,19,12,0,11,6,15,9,34,51,0,54,0,1,10,8,28,47,24,2,40,1,27,19,6,31,0,0,42,24,43,7,13,2,12,9,6,29,15,5,27,23,0,7,22,6,34,13,19,28,37,0,11,13,48,20,20,5,4,14,21,11,11,0,0,34,30,8,11,0,13,0,37,18,22,10,2,0,4,17,14,45,22,35,7,35,4,15,13,23,4,21,9,13,14,16,0,18,25,20,29,35,34,0,28,18,27,100,9,4,32,31,30,9,21,22,6,10,8,4,6,30,0,8,0,0,20,0,12,29,0,5,24,24,60,2,17,22,15,32,0,27,0,0,22,32,8,0,0,0,38,0,34,28,27,10,20,13,19,9,16,0,69,1,0,0,31,4,7,22,5,0,0,0,15,10,0,4,14
2017-09-24,11,17,8,27,15,39,22,22,4,27,8,21,20,0,8,0,35,22,5,11,65,12,28,36,27,27,20,0,15,2,11,15,52,17,0,53,40,3,54,13,39,0,24,7,16,14,50,0,30,26,21,0,22,11,17,8,35,0,25,7,20,31,23,5,10,10,13,17,14,4,0,18,0,26,26,16,0,0,0,5,22,0,32,3,16,7,1,5,22,30,13,0,0,20,14,25,36,9,8,11,19,33,23,25,20,0,15,18,37,10,0,12,11,14,14,14,37,0,18,26,21,11,18,30,0,29,12,31,22,17,17,7,19,52,51,2,11,13,38,7,16,2,0,0,35,0,6,24,12,0,6,17,16,0,9,20,8,5,34,10,8,14,5,7,0,41,13,62,0,13,15,45,2,28,0,40,43,19,18,0,11,58,14,27,0,11,14,9,0,17,29,0,6,53,19,11,31,0,10,16,17,17,27,0,18,19,29,19,34,12,39,8,10,17,24,0,12,32,10,25,15,7,11,44,25,6,44,0,35,35,29,19,0,25,11,35,48,8,0,34,27,8,43,0,16,34,26,0,21,47,7,20,0,19,0,3,0,14,26,19,9,33,15,9,0,40,38,24,24,6,32,35,6,45,25,0,4,17,0,22,14,11,7,24,0,6,0,0,51,33,26,0,9,6,13,10,0,19,8,21,28,26,7,7,15,16,17,30,34,0,2,25,37,8,21,14,26,36,0,8,0,21,23,22,0,8,10,14,6,0,0,4,15,17,51,21,0,53,0,0,8,4,13,38,8,12,40,3,45,0,6,16,3,17,14,28,0,0,18,3,48,18,3,10,15,2,15,16,0,34,24,4,23,15,6,25,49,20,16,13,19,13,90,0,0,7,62,26,11,43,0,38,45,10,32,44,0,29,36,35,0,0,1,12,3,0,9,45,16,9,9,7,1,7,13,17,4,21,19,13,27,16,12,6,5,8,31,18,34,0,13,29,26,17,17,4,22,38,30,7,41,0,29,10,7,2,7,13,23,8,7,0,20,46,29,38,0,12,14,17,54,1,19,7,12,0,27,33,8,25,0,23,15,28,0,0,44,18,33,28,13,9,23,20,13,7,17,0,48,0,0,10,12,4,7,0,4,14,8,0,23,0,12,9,0
2017-10-01,15,0,5,31,0,17,15,13,13,25,33,14,35,11,8,4,66,28,15,19,22,12,27,33,28,37,18,0,15,2,28,13,25,4,7,33,28,3,59,17,50,0,6,0,7,11,53,0,44,5,21,31,22,33,13,19,42,0,74,0,0,39,0,16,12,14,16,7,23,4,0,18,0,36,29,12,21,0,0,0,11,5,9,30,16,6,1,30,0,40,13,0,23,33,23,8,27,52,17,32,23,27,46,0,13,0,43,22,45,29,11,27,11,14,21,11,27,20,18,26,21,26,18,45,0,49,4,27,22,18,17,0,3,17,49,4,32,21,33,7,8,7,0,0,28,14,18,51,17,0,5,34,27,11,11,17,16,5,47,10,8,5,5,28,3,28,3,37,0,0,15,42,4,25,0,51,77,29,18,0,10,29,10,47,11,12,0,52,0,5,29,1,3,38,27,16,16,0,0,19,16,32,21,12,21,19,47,19,51,23,26,6,0,0,19,31,4,8,0,29,12,17,45,15,27,3,22,15,45,20,28,19,0,12,57,14,63,8,22,52,27,16,17,24,16,21,24,0,21,19,0,100,0,29,0,3,0,14,61,9,17,14,18,17,5,28,48,24,19,6,27,0,5,54,25,0,13,26,56,26,24,22,6,16,9,0,3,32,39,34,30,0,0,27,10,5,17,7,17,42,7,25,0,7,24,16,24,23,40,0,23,31,30,10,0,0,30,12,32,8,11,19,10,13,0,15,13,5,0,0,54,6,0,6,25,17,68,39,0,1,10,12,6,35,24,8,13,1,45,19,15,20,3,8,0,12,9,14,10,4,36,9,60,19,30,3,19,10,0,27,29,6,19,17,13,21,12,0,35,20,14,34,60,0,13,10,21,10,10,0,0,24,15,7,16,22,0,0,12,0,0,28,0,0,5,17,12,42,23,9,9,41,1,11,0,25,7,42,20,25,0,16,0,24,0,8,18,18,25,0,20,47,0,0,17,5,22,61,12,7,0,11,6,10,10,11,7,26,23,15,0,0,22,46,20,31,0,9,20,16,24,1,29,7,23,16,0,10,8,0,22,32,12,18,0,0,33,0,22,0,17,14,19,39,13,11,22,0,25,4,3,0,18,0,33,0,10,14,3,0,21,10,0,5,0
2017-10-08,6,17,4,20,0,24,13,13,17,24,17,34,24,33,16,7,26,24,5,19,43,12,37,32,28,22,18,0,0,2,22,12,30,16,15,19,22,0,21,11,22,0,6,14,12,9,30,0,19,18,0,0,25,0,12,19,7,20,24,7,29,38,0,5,10,10,16,17,50,4,0,18,0,10,30,19,31,0,27,5,16,0,4,26,32,6,0,5,0,36,18,58,46,20,41,25,18,25,0,21,19,23,23,0,6,0,14,21,52,10,0,19,33,15,28,18,45,20,18,29,30,2,0,35,0,34,16,27,50,25,8,3,9,68,52,5,21,8,9,7,8,2,1,0,28,6,24,22,37,0,5,13,12,0,5,37,15,15,42,19,0,14,4,28,3,27,16,34,23,0,15,26,2,42,0,36,50,5,0,0,9,14,10,40,11,7,20,0,15,6,0,0,3,45,20,5,31,0,10,17,27,18,16,12,19,0,69,32,47,16,0,4,9,17,22,15,16,8,0,27,15,9,11,0,38,3,11,0,33,23,28,19,0,37,0,27,47,0,0,38,27,12,34,29,23,26,29,6,17,37,14,51,6,38,0,3,0,0,28,9,13,33,21,86,15,26,36,24,9,8,27,34,5,57,31,0,0,23,37,29,33,11,0,42,9,6,5,73,44,34,24,0,0,16,9,4,0,9,50,21,27,28,0,20,24,15,19,20,30,31,8,6,35,8,0,0,17,12,0,33,11,40,23,17,35,22,12,5,18,0,0,7,0,4,25,21,17,24,0,0,14,20,15,38,15,16,20,2,35,37,8,17,0,0,14,32,8,7,24,1,24,36,35,9,29,3,33,30,0,14,28,7,34,17,25,39,0,10,13,46,28,27,20,0,17,15,41,5,0,0,0,38,0,7,11,65,0,0,36,17,0,0,1,12,3,0,8,44,20,17,8,14,3,21,0,29,4,10,11,0,14,8,0,12,15,15,26,17,14,0,31,40,13,0,13,4,34,23,29,0,20,22,0,10,10,4,7,4,23,23,0,0,16,45,12,42,0,14,17,17,18,1,17,7,15,16,0,23,15,25,0,23,8,37,0,0,35,53,0,0,33,39,16,26,13,10,21,0,33,3,0,0,6,8,7,0,6,42,8,21,14,0,12,13,0
2017-10-15,10,0,7,25,22,22,11,40,17,24,8,7,22,22,31,4,17,25,5,26,43,12,31,37,28,26,21,0,0,2,28,30,24,16,29,52,26,0,32,23,33,0,18,14,12,14,41,0,15,18,43,0,22,11,8,27,7,41,0,0,10,39,35,16,12,11,14,10,5,5,0,36,17,5,32,14,31,0,0,5,6,2,4,7,24,26,1,20,0,28,0,44,69,33,41,8,36,17,8,11,27,29,15,13,6,0,14,22,37,48,21,19,33,13,28,9,18,20,9,16,48,11,0,45,0,38,16,41,29,21,25,3,6,34,53,3,11,12,23,7,0,5,1,0,28,11,48,27,14,28,6,34,16,17,5,29,0,15,56,0,16,9,7,21,1,0,9,22,23,13,0,27,3,49,0,40,25,5,0,30,11,14,12,24,0,8,20,26,60,2,10,1,6,67,25,16,16,0,5,15,25,26,8,25,18,28,43,39,25,14,26,9,19,51,47,46,6,24,31,24,30,9,11,44,51,6,44,0,37,31,9,38,0,49,0,62,31,15,0,38,9,12,17,19,23,27,79,0,14,19,0,67,0,10,0,3,0,0,33,0,32,28,16,34,5,32,50,36,19,5,30,11,3,49,25,0,9,40,19,8,19,0,6,16,9,19,3,10,27,21,29,0,9,11,13,0,0,2,41,0,68,17,44,13,19,54,17,17,40,0,4,12,33,11,0,28,17,12,0,0,0,51,33,13,0,7,28,14,12,0,0,11,0,5,17,42,34,39,0,0,14,28,19,36,23,8,20,1,9,93,6,12,0,8,14,36,8,21,41,3,36,27,30,9,15,6,33,14,0,34,22,6,26,15,38,42,24,0,21,53,33,13,30,0,9,9,21,16,0,0,0,20,15,11,21,0,12,0,24,0,22,9,2,12,3,17,9,44,13,17,9,27,2,29,26,17,6,53,26,13,0,32,12,30,5,27,15,17,22,0,17,58,13,0,17,5,29,15,35,4,0,22,17,20,8,6,13,9,8,15,0,0,15,23,16,18,0,13,10,11,24,4,22,21,27,32,0,10,30,0,0,30,11,46,0,0,36,0,33,0,25,21,29,26,19,12,26,0,27,0,0,0,42,20,7,0,7,14,6,21,16,0,23,11,0
